call_id,condition_label,architecture,role,first_attempt_status,resolved_status,attempt_count,latency_ms,jsonl_integrity,agent_message_present
final-b03-light-independent-s07,light,independent,solver,semantic_response,semantic_response,1,65783,True,True
final-b02-light-independent-s07,light,independent,solver,semantic_response,semantic_response,1,56496,True,True
final-b03-light-tournament20-v02,light,tournament20,verifier,malformed_output,malformed_output,1,56726,True,True
final-b01-light-independent-s05,light,independent,solver,semantic_response,semantic_response,1,53208,True,True
final-b02-medium-tournament20-v04,medium,tournament20,verifier,semantic_response,semantic_response,1,50008,True,True
final-b04-medium-tournament20-v02,medium,tournament20,verifier,semantic_response,semantic_response,1,54815,True,True
final-b01-medium-independent-s10,medium,independent,solver,semantic_response,semantic_response,1,106560,True,True
final-b01-medium-tournament20-v02,medium,tournament20,verifier,semantic_response,semantic_response,1,65422,True,True
final-b02-light-tournament20-v02,light,tournament20,verifier,semantic_response,semantic_response,1,42990,True,True
final-b02-medium-independent-s13,medium,independent,solver,semantic_response,semantic_response,1,129002,True,True
final-b03-medium-independent-s02,medium,independent,solver,semantic_response,semantic_response,1,122273,True,True
final-b04-medium-independent-s14,medium,independent,solver,semantic_response,semantic_response,1,157509,True,True
final-b01-light-tournament20-v03,light,tournament20,verifier,semantic_response,semantic_response,1,82568,True,True
final-b04-light-independent-s01,light,independent,solver,semantic_response,semantic_response,1,57227,True,True
final-b03-medium-tournament20-v04,medium,tournament20,verifier,semantic_response,semantic_response,1,60519,True,True
final-b04-light-tournament20-v02,light,tournament20,verifier,malformed_output,malformed_output,1,44180,True,True
final-b03-light-independent-s12,light,independent,solver,semantic_response,semantic_response,1,69555,True,True
final-b02-light-independent-s13,light,independent,solver,semantic_response,semantic_response,1,65872,True,True
final-b03-light-tournament20-v04,light,tournament20,verifier,semantic_response,semantic_response,1,41194,True,True
final-b01-light-independent-s11,light,independent,solver,semantic_response,semantic_response,1,65364,True,True
final-b02-medium-tournament20-v01,medium,tournament20,verifier,semantic_response,semantic_response,1,40781,True,True
final-b04-medium-tournament20-v03,medium,tournament20,verifier,semantic_response,semantic_response,1,63546,True,True
final-b01-medium-independent-s04,medium,independent,solver,semantic_response,semantic_response,1,139672,True,True
final-b01-medium-tournament20-v04,medium,tournament20,verifier,semantic_response,semantic_response,1,63634,True,True
final-b02-light-tournament20-v04,light,tournament20,verifier,semantic_response,semantic_response,1,61175,True,True
final-b02-medium-independent-s02,medium,independent,solver,semantic_response,semantic_response,1,109775,True,True
final-b03-medium-independent-s20,medium,independent,solver,semantic_response,semantic_response,1,135087,True,True
final-b04-medium-independent-s12,medium,independent,solver,semantic_response,semantic_response,1,179320,True,True
final-b01-light-tournament20-v02,light,tournament20,verifier,semantic_response,semantic_response,1,56942,True,True
final-b04-light-independent-s05,light,independent,solver,semantic_response,semantic_response,1,43917,True,True
final-b03-medium-tournament20-v01,medium,tournament20,verifier,semantic_response,semantic_response,1,46016,True,True
final-b04-light-tournament20-v03,light,tournament20,verifier,malformed_output,malformed_output,1,43101,True,True
final-b03-light-independent-s14,light,independent,solver,semantic_response,semantic_response,1,61827,True,True
final-b02-light-independent-s15,light,independent,solver,semantic_response,semantic_response,1,52189,True,True
final-b03-light-tournament20-v01,light,tournament20,verifier,semantic_response,semantic_response,1,61605,True,True
final-b01-light-independent-s18,light,independent,solver,semantic_response,semantic_response,1,62710,True,True
final-b02-medium-tournament20-sy01,medium,tournament20,synthesizer,semantic_response,semantic_response,1,27693,True,True
final-b04-medium-tournament20-sy01,medium,tournament20,synthesizer,semantic_response,semantic_response,1,40322,True,True
final-b01-medium-independent-s09,medium,independent,solver,semantic_response,semantic_response,1,130429,True,True
final-b01-medium-tournament20-sy01,medium,tournament20,synthesizer,semantic_response,semantic_response,1,43657,True,True
final-b02-light-tournament20-sy01,light,tournament20,synthesizer,semantic_response,semantic_response,1,28971,True,True
final-b02-medium-independent-s18,medium,independent,solver,semantic_response,semantic_response,1,162842,True,True
final-b03-medium-independent-s19,medium,independent,solver,semantic_response,semantic_response,1,139236,True,True
final-b04-medium-independent-s09,medium,independent,solver,semantic_response,semantic_response,1,158711,True,True
final-b01-light-tournament20-sy02,light,tournament20,synthesizer,semantic_response,semantic_response,1,37228,True,True
final-b04-light-independent-s12,light,independent,solver,semantic_response,semantic_response,1,48617,True,True
final-b03-medium-tournament20-sy02,medium,tournament20,synthesizer,semantic_response,semantic_response,1,38717,True,True
final-b04-light-tournament20-sy02,light,tournament20,synthesizer,semantic_response,semantic_response,1,25149,True,True
final-b03-light-independent-s08,light,independent,solver,semantic_response,semantic_response,1,65582,True,True
final-b02-light-independent-s17,light,independent,solver,semantic_response,semantic_response,1,62626,True,True
final-b03-light-tournament20-sy01,light,tournament20,synthesizer,semantic_response,semantic_response,1,29487,True,True
final-b01-light-independent-s14,light,independent,solver,semantic_response,semantic_response,1,58324,True,True
final-b02-medium-tournament20-sy02,medium,tournament20,synthesizer,semantic_response,semantic_response,1,33980,True,True
final-b04-medium-tournament20-sy02,medium,tournament20,synthesizer,semantic_response,semantic_response,1,28143,True,True
final-b01-medium-independent-s15,medium,independent,solver,semantic_response,semantic_response,1,128748,True,True
final-b01-medium-tournament20-sy02,medium,tournament20,synthesizer,semantic_response,semantic_response,1,36675,True,True
final-b02-light-tournament20-sy02,light,tournament20,synthesizer,semantic_response,semantic_response,1,24763,True,True
final-b02-medium-independent-s10,medium,independent,solver,semantic_response,semantic_response,1,119716,True,True
final-b03-medium-independent-s16,medium,independent,solver,semantic_response,semantic_response,1,118630,True,True
final-b04-medium-independent-s15,medium,independent,solver,semantic_response,semantic_response,1,126993,True,True
final-b01-light-tournament20-sy01,light,tournament20,synthesizer,semantic_response,semantic_response,1,31731,True,True
final-b04-light-independent-s08,light,independent,solver,semantic_response,semantic_response,1,51400,True,True
final-b03-medium-tournament20-sy01,medium,tournament20,synthesizer,semantic_response,semantic_response,1,38939,True,True
final-b04-light-tournament20-sy01,light,tournament20,synthesizer,semantic_response,semantic_response,1,32564,True,True
final-b03-light-independent-s10,light,independent,solver,semantic_response,semantic_response,1,61177,True,True
final-b02-light-independent-s11,light,independent,solver,semantic_response,semantic_response,1,43458,True,True
final-b03-light-tournament20-sy02,light,tournament20,synthesizer,semantic_response,semantic_response,1,29530,True,True
final-b01-light-independent-s17,light,independent,solver,semantic_response,semantic_response,1,57229,True,True
final-b02-medium-tournament20-rt01,medium,tournament20,red_team,semantic_response,semantic_response,1,31593,True,True
final-b04-medium-tournament20-rt01,medium,tournament20,red_team,semantic_response,semantic_response,1,36455,True,True
final-b01-medium-independent-s14,medium,independent,solver,semantic_response,semantic_response,1,149932,True,True
final-b01-medium-tournament20-rt01,medium,tournament20,red_team,semantic_response,semantic_response,1,74327,True,True
final-b02-light-tournament20-rt01,light,tournament20,red_team,semantic_response,semantic_response,1,31776,True,True
final-b02-medium-independent-s05,medium,independent,solver,semantic_response,semantic_response,1,158016,True,True
final-b03-medium-independent-s14,medium,independent,solver,semantic_response,semantic_response,1,105681,True,True
final-b04-medium-independent-s07,medium,independent,solver,semantic_response,semantic_response,1,135234,True,True
final-b01-light-tournament20-rt01,light,tournament20,red_team,semantic_response,semantic_response,1,34676,True,True
final-b04-light-independent-s17,light,independent,solver,semantic_response,semantic_response,1,54450,True,True
final-b03-medium-tournament20-rt01,medium,tournament20,red_team,semantic_response,semantic_response,1,34975,True,True
final-b04-light-tournament20-rt01,light,tournament20,red_team,semantic_response,semantic_response,1,28937,True,True
final-b03-light-independent-s06,light,independent,solver,semantic_response,semantic_response,1,57990,True,True
final-b02-light-independent-s20,light,independent,solver,semantic_response,semantic_response,1,50544,True,True
final-b03-light-tournament20-rt01,light,tournament20,red_team,semantic_response,semantic_response,1,33702,True,True
final-b01-light-independent-s12,light,independent,solver,semantic_response,semantic_response,1,55051,True,True
final-b02-medium-tournament20-j01,medium,tournament20,judge,semantic_response,semantic_response,1,15761,True,True
final-b04-medium-tournament20-j01,medium,tournament20,judge,semantic_response,semantic_response,1,16052,True,True
final-b01-medium-independent-s17,medium,independent,solver,semantic_response,semantic_response,1,136339,True,True
final-b01-medium-tournament20-j01,medium,tournament20,judge,semantic_response,semantic_response,1,39825,True,True
final-b02-light-tournament20-j01,light,tournament20,judge,semantic_response,semantic_response,1,15948,True,True
final-b02-medium-independent-s16,medium,independent,solver,semantic_response,semantic_response,1,137599,True,True
final-b03-medium-independent-s13,medium,independent,solver,semantic_response,semantic_response,1,119123,True,True
final-b04-medium-independent-s13,medium,independent,solver,semantic_response,semantic_response,1,141042,True,True
final-b01-light-tournament20-j01,light,tournament20,judge,semantic_response,semantic_response,1,32751,True,True
final-b04-light-independent-s03,light,independent,solver,semantic_response,semantic_response,1,40399,True,True
final-b03-medium-tournament20-j01,medium,tournament20,judge,semantic_response,semantic_response,1,39243,True,True
final-b04-light-tournament20-j01,light,tournament20,judge,semantic_response,semantic_response,1,16561,True,True
final-b03-light-independent-s05,light,independent,solver,semantic_response,semantic_response,1,56823,True,True
final-b02-light-independent-s18,light,independent,solver,semantic_response,semantic_response,1,51511,True,True
final-b03-light-tournament20-j01,light,tournament20,judge,semantic_response,semantic_response,1,24513,True,True
